"product_link","discount_percentage","product_image","product_name_plus_year","new_price","snize-visually-hidden","old_price_before_discount"
"https://winechateau.com/collections/wines/products/elouan-pinot-noir-oregon-2021","34% off","https://cdn.shopify.com/s/files/1/1780/9427/files/Elouan-Pinot-Noir-Oregon-2021_large.webp?v=1746041391","Elouan Pinot Noir, Oregon 2023","$20.99","Old price","$31.97"
"https://winechateau.com/collections/wines/products/zenato-amarone-della-valpolicella-classico-2018","12% off","https://cdn.shopify.com/s/files/1/1780/9427/files/Zenato-Amarone-Della-Valpolicella-Classico-2018_large.jpg?v=1746121652","Zenato Amarone Della Valpolicella Classico 2019","$65.99","Old price","$74.97"
"https://winechateau.com/collections/wines/products/la-marca-prosecco","51% off","https://cdn.shopify.com/s/files/1/1780/9427/files/La-Marca-Prosecco_large.jpg?v=1746121342","La Marca Prosecco","$16.99","Old price","$34.97"
"https://winechateau.com/collections/wines/products/the-prisoner-red-2023","49% off","https://cdn.shopify.com/s/files/1/1780/9427/files/The-Prisoner-Red-Napa-Valley-2022_large.jpg?v=1746121777","The Prisoner Red Napa Valley 2023","$39.99","Old price","$77.97"
"https://winechateau.com/collections/wines/products/louis-m-martini-cabernet-sauvignon-sonoma-county-2021","33% off","https://cdn.shopify.com/s/files/1/1780/9427/files/Louis-M_-Martini-Prati-Cabernet-Sauvignon-Sonoma-County-2021_large.jpg?v=1746045448","Louis M. Martini Prati Cabernet Sauvignon Sonoma County 2021","$19.99","Old price","$29.97"
"https://winechateau.com/collections/wines/products/laurent-perrier-champagne-brut-la-cuvee","20% off","https://cdn.shopify.com/s/files/1/1780/9427/files/Laurent-Perrier-Champagne-Brut-La-Cuvee_large.jpg?v=1746121979","Laurent-Perrier Champagne Brut La Cuvee","$64.95","Old price","$79.97"
"https://winechateau.com/collections/wines/products/renato-ratti-barolo-marcenasco-2021","4% off","https://cdn.shopify.com/s/files/1/1780/9427/files/Renato-Ratti-Marcenasco-Barolo-DOCG-Italy-2019_large.jpg?v=1746121730","Renato Ratti Marcenasco Barolo, DOCG, Italy 2021","$69.95","Old price","$72.97"
"https://winechateau.com/collections/wines/products/catena-malbec-la-consulta-2020","35% off","https://cdn.shopify.com/s/files/1/1780/9427/files/CatenaLaConsulta_large.png?v=1695760897","Catena Appellation La Consulta Malbec 2020","$19.99","Old price","$30.97"
"https://winechateau.com/collections/wines/products/catena-alta-malbec-historic-rows-2021","26% off","https://cdn.shopify.com/s/files/1/1780/9427/products/Catena-Alta-Malbec-Historic-Rows-2021_large.jpg?v=1746046585","Catena Alta Malbec Historic Rows 2021","$44.99","Old price","$60.97"
"https://winechateau.com/collections/wines/products/antigal-malbec-uno-2023","41% off","https://cdn.shopify.com/s/files/1/1780/9427/files/Antigal-UNO-Malbec-2021_large.jpg?v=1746122642","Antigal UNO Malbec 2023","$15.99","Old price","$26.97"
"https://winechateau.com/collections/wines/products/san-marzano-sessantanni-primitivo-di-manduria","14% off","https://cdn.shopify.com/s/files/1/1780/9427/files/San-Marzano-Sessantanni-Primitivo-di-Manduria-2019_large.jpg?v=1746124815","San Marzano - Sessantanni - Primitivo di Manduria 2020","$35.95","Old price","$41.97"
"https://winechateau.com/collections/wines/products/masi-amarone-costasera-2020","7% off","https://cdn.shopify.com/s/files/1/1780/9427/files/Masi-Amarone-Costasera-Della-Valpolicella-Classico-DOCG-2019_large.jpg?v=1746121927","Masi Amarone Costasera Della Valpolicella Classico DOCG 2020","$69.95","Old price","$74.97"
"https://winechateau.com/collections/wines/products/armand-de-brignac-ace-of-spades-champagne-rose","23% off","https://cdn.shopify.com/s/files/1/1780/9427/files/Armand-de-Brignac-Ace-Of-Spades-Champagne-Rose_large.jpg?v=1746121176","Armand de Brignac Ace Of Spades Champagne Rose","$399.99","Old price","$517.99"
"https://winechateau.com/collections/wines/products/allegrini-amarone-della-valpolicella-classico-2020","22% off","https://cdn.shopify.com/s/files/1/1780/9427/files/Allegrini-Amarone-della-Valpolicella-Classico-DOCG-2020_large.webp?v=1746041946","Allegrini Amarone della Valpolicella Classico DOCG 2020","$99.99","Old price","$127.97"
"https://winechateau.com/collections/wines/products/glenville-napa-cabernet-sauvignon-2023","75% off","https://cdn.shopify.com/s/files/1/1780/9427/files/Glenville-Red-Hills-Reserve-Cabernet-Sauvignon-2020_large.jpg?v=1746122269","Glenville Red Hills Reserve Cabernet Sauvignon 2023","$20.99","Old price","$62.97"
"https://winechateau.com/collections/wines/products/j-vineyards-pinot-noir-multi-ava-2020","26% off","https://cdn.shopify.com/s/files/1/1780/9427/products/jvin-pinot_large.png?v=1670955877","J Vineyards Pinot Noir Black Label 2023","$24.99","Old price","$33.97"
"https://winechateau.com/collections/wines/products/tornesi-brunello-di-montalcino-2016","28% off","https://cdn.shopify.com/s/files/1/1780/9427/files/Tornesi-Brunello-di-Montalcino-2016_large.jpg?v=1746046879","Tornesi Brunello di Montalcino 2015","$39.95","Old price","$50.97"
"https://winechateau.com/collections/wines/products/jordan-chardonnay-2023","23% off","https://cdn.shopify.com/s/files/1/1780/9427/files/Jordan-Russian-River-Valley-Chardonnay-2022_large.jpg?v=1746043303","Jordan Russian River Valley Chardonnay 2023","$35.95","Old price","$46.97"
"https://winechateau.com/collections/wines/products/cielo-amarone-della-valpolicella-docg-italy-2019","31% off","https://cdn.shopify.com/s/files/1/1780/9427/files/Cielo-Amarone-della-Valpolicella-DOCG-2019_large.jpg?v=1746122571","Cielo Amarone della Valpolicella DOCG 2019","$39.95","Old price","$57.97"
"https://winechateau.com/collections/wines/products/cantina-di-verona-podere-poiano-valpolicella-ripasso-superiore-2019","33% off","https://cdn.shopify.com/s/files/1/1780/9427/files/Cantina-di-Verona-Podere-Poiano-Valpolicella-Ripasso-Superiore-2019_large.jpg?v=1746121934","Cantina di Verona Podere Poiano Valpolicella Ripasso Superiore 2019","$19.95","Old price","$29.97"
"https://winechateau.com/collections/wines/products/catena-zapata-malbec-argentino-2022","17% off","https://cdn.shopify.com/s/files/1/1780/9427/files/Catena-Zapata-Argentino-Vineyard-Malbec-2022_large.jpg?v=1746047240","Catena Zapata Argentino Vineyard Malbec 2022","$109.99","Old price","$132.97"
"https://winechateau.com/collections/wines/products/cordella-brunello-di-montalcino-2016","18% off","https://cdn.shopify.com/s/files/1/1780/9427/files/Cordella-Brunello-di-Montalcino-2019_large.webp?v=1746065796","Cordella Brunello di Montalcino  2019","$44.95","Old price","$54.97"
"https://winechateau.com/collections/wines/products/d-v-catena-tinto-historico-2018","17% off","https://cdn.shopify.com/s/files/1/1780/9427/products/dvcatena_2x_ba788341-6f0b-4bfe-91fd-26ccecc98851_large.png?v=1680707889","D.V. Catena Tinto Historico Red Blend 2022","$19.99","Old price","$23.97"
"https://winechateau.com/collections/wines/products/ruffino-chianti-classico-riserva-ducale-oro-2018","22% off","https://cdn.shopify.com/s/files/1/1780/9427/files/Ruffino-Chianti-Riserva-Ducale-Gold-Label-2018_large.jpg?v=1746121614","Ruffino Chianti Riserva Ducale Gold Label 2018","$44.99","Old price","$57.97"
"https://winechateau.com/collections/wines/products/chateau-desclans-rose-whispering-angel-2024","31% off","https://cdn.shopify.com/s/files/1/1780/9427/files/chateau-d-esclans-whispering-angel-rose-750ml-37124357947634_547x_7a184a23-2a49-4852-b7d2-3b44978ccf26_large.webp?v=1769792060","Chateau d'Esclans Rose Whispering Angel 2024","$23.99","Old price","$34.97"
"https://winechateau.com/collections/wines/products/the-caymus-collection-bundle-trio-wine-gift-set","33% off","https://cdn.shopify.com/s/files/1/1780/9427/files/The-Caymus-Collection-Bundle-Trio-Wine-Gift-Set_large.jpg?v=1746122232","The Caymus Collection Bundle Trio Wine Gift Set","$199.99","Old price","$299.97"
"https://winechateau.com/collections/wines/products/faust-cabernet-sauvignon-2023","34% off","https://cdn.shopify.com/s/files/1/1780/9427/files/Faust-Cabernet-Sauvignon-2021_large.jpg?v=1746123411","Faust Cabernet Sauvignon 2023","$59.99","Old price","$90.97"
"https://winechateau.com/collections/wines/products/robert-mondavi-cabernet-sauvignon-2022","33% off","https://cdn.shopify.com/s/files/1/1780/9427/files/Robert-Mondavi-Winery-Napa-Valley-Cabernet-Sauvignon-2021_large.jpg?v=1746121380","Robert Mondavi Winery Napa Valley Cabernet Sauvignon 2022","$44.99","Old price","$66.97"
"https://winechateau.com/collections/wines/products/zuccardi-malbec-concreto-2021","15% off","https://cdn.shopify.com/s/files/1/1780/9427/files/Zuccardi-Malbec-Concreto-2021_large.jpg?v=1746121500","Zuccardi Malbec Concreto 2021","$33.97","Old price","$39.97"
"https://winechateau.com/collections/wines/products/armand-de-brignac-ace-of-spades-champagne-demi-sec","17% off","https://cdn.shopify.com/s/files/1/1780/9427/files/Armand-de-Brignac-Ace-Of-Spades-Champagne-Demi-Sec_large.jpg?v=1746122273","Armand de Brignac Ace Of Spades Champagne Demi-Sec","$429.95","Old price","$517.99"
"https://winechateau.com/collections/wines/products/tenuta-il-crinale-sprigione-marche-rosso-i-g-t-2012","38% off","https://cdn.shopify.com/s/files/1/1780/9427/products/IlCrinaleSprigione_large.png?v=1676492145","Tenuta Il Crinale Sprigione Marche Rosso I.G.T 2012","$49.95","Old price","$79.97"
"https://winechateau.com/collections/wines/products/lamole-di-lamole-chianti-classico-blue-label-2018","17% off","https://cdn.shopify.com/s/files/1/1780/9427/files/Lamole-di-Lamole-Chianti-Classico-Blue-Label-2021_large.jpg?v=1746122741","Lamole di Lamole Chianti Classico Maggiolo Blue Label 2022","$24.99","Old price","$29.97"
"https://winechateau.com/collections/wines/products/zenato-amarone-della-valpolicella-classico-2020","14% off","https://cdn.shopify.com/s/files/1/1780/9427/products/zenatoamaroneriservasergio_large.png?v=1673456515","Zenato Amarone della Valpolicella Riserva Sergio Zenato 2018","$149.95","Old price","$174.97"
"https://winechateau.com/collections/wines/products/catena-zapata-nicolas-2021","17% off","https://cdn.shopify.com/s/files/1/1780/9427/files/J2896_2021NM_c_large.png?v=1765226108","Catena Zapata Nicolás 2021","$114.95","Old price","$137.97"
"https://winechateau.com/collections/wines/products/alta-vista-malbec-terroir-selection-2019","33% off","https://cdn.shopify.com/s/files/1/1780/9427/files/Alta-Vista-Malbec-Terroir-Selection-2019_large.jpg?v=1746122128","Alta Vista Malbec Terroir Selection 2020","$27.99","Old price","$41.97"
"https://winechateau.com/collections/wines/products/good-fucking-wine-red-blend","57% off","https://cdn.shopify.com/s/files/1/1780/9427/files/Good-Fucking-Wine-Red-Blend-2020_large.jpg?v=1746121165","Good Fucking Wine Red Blend 2020","$14.95","Old price","$34.97"
"https://winechateau.com/collections/wines/products/armand-de-brignac-ace-of-spades-champagne-brut-750ml","31% off","https://cdn.shopify.com/s/files/1/1780/9427/products/Armand-de-Brignac-Ace-Of-Spades-Champagne-Brut-Gold_large.jpg?v=1746041207","Armand de Brignac Ace Of Spades Champagne Brut Gold","$225.99","Old price","$325.99"
"https://winechateau.com/collections/wines/products/veuve-clicquot-champagne-brut-yellow-label","7% off","https://cdn.shopify.com/s/files/1/1780/9427/files/950813_1__42489_large.jpg?v=1761945305","Veuve Clicquot Champagne Brut Yellow Label","$64.95","Old price","$69.97"
"https://winechateau.com/collections/wines/products/moet-chandon-champagne-brut-rose-imperial","15% off","https://cdn.shopify.com/s/files/1/1780/9427/files/Moet_ChandonRoseImperialHoliday2025LimitedEdition_large.webp?v=1763589854","Moet & Chandon Champagne Brut Rose Imperial","$64.95","Old price","$75.97"
"https://winechateau.com/collections/wines/products/copy-of-dom-perignon-champagne-cuvee-with-gift-box","1% off","https://cdn.shopify.com/s/files/1/1780/9427/files/Dom-Perignon-Champagne-Cuvee-2015_large.jpg?v=1746046834","Dom Perignon Champagne Cuvee 2015","$279.95","Old price","$283.97"
"https://winechateau.com/collections/wines/products/good-fucking-rose-wine-2020","57% off","https://cdn.shopify.com/s/files/1/1780/9427/products/Good-Fucking-Rose_large.jpg?v=1746046615","Good Fucking Rosé","$14.99","Old price","$34.97"
"https://winechateau.com/collections/wines/products/manischewitz-elderberry","29% off","https://cdn.shopify.com/s/files/1/1780/9427/products/manischewitz-elderberry-manischewitz_large.jpg?v=1590250737","Manischewitz Elderberry","$9.97","Old price","$13.97"
"https://winechateau.com/collections/wines/products/conundrum-red-2020","40% off","https://cdn.shopify.com/s/files/1/1780/9427/products/ConundrumRedBlend2019_large.png?v=1634156348","Conundrum Red Blend 2022","$20.99","Old price","$34.97"
"https://winechateau.com/collections/wines/products/veuve-du-vernay-ice-rose","17% off","https://cdn.shopify.com/s/files/1/1780/9427/files/Veuve-du-Vernay-Ice-Rose_large.jpg?v=1746121746","Veuve du Vernay Ice Rose","$19.99","Old price","$23.97"
"https://winechateau.com/collections/wines/products/josh-cellars-cabernet-sauvignon-2023","29% off","https://cdn.shopify.com/s/files/1/1780/9427/products/cab-sov_large.png?v=1618801814","Josh Reserve Bourbon Barrel Aged Cabernet Sauvigon 2023","$23.95","Old price","$33.97"
"https://winechateau.com/collections/wines/products/decoy-limited-napa-valley-cabernet-sauvignon-2018","19% off","https://cdn.shopify.com/s/files/1/1780/9427/products/Decoy-Limited-Alexander-Valley-Cabernet-Sauvignon-2022_large.jpg?v=1746046669","Decoy Limited Alexander Valley Cabernet Sauvignon 2022","$29.99","Old price","$36.97"
"https://winechateau.com/collections/wines/products/moet-chandon-champagne-nectar-rose-imperial","27% off","https://cdn.shopify.com/s/files/1/1780/9427/products/Moet-Chandon-Nectar-Imperial-Rose_large.jpeg?v=1746041249","Moet & Chandon Nectar Imperial Rose","$60.99","Old price","$83.97"
"https://winechateau.com/collections/wines/products/primo-amore-moscato","15% off","https://cdn.shopify.com/s/files/1/1780/9427/products/Primo-Amore-Moscato_large.jpg?v=1746040621","Primo Amore Moscato","$10.97","Old price","$12.97"
"https://winechateau.com/collections/wines/products/leonard-kreusch-zeller-schwarze-katz","17% off","https://cdn.shopify.com/s/files/1/1780/9427/products/Leonard-Kreusch-Zeller-Schwarze-Katz_large.jpg?v=1746040206","Leonard Kreusch Zeller Schwarze Katz","$15.97","Old price","$17.97"
"https://winechateau.com/collections/wines/products/canard-duchene-champagne-brut-authentic","11% off","https://cdn.shopify.com/s/files/1/1780/9427/products/Canard-Duchene-Champagne-Brut-Authentic_large.jpg?v=1746039086","Canard-Duchene Champagne Brut","$48.97","Old price","$54.97"
"https://winechateau.com/collections/wines/products/caymus-vineyards-cabernet-sauvignon-special-selection-2020","38% off","https://cdn.shopify.com/s/files/1/1780/9427/products/Caymus-Special-Selection-Cabernet-Sauvignon-2017_large.jpg?v=1746039134","Caymus Special Selection Cabernet Sauvignon 2020","$179.99","Old price","$290.97"
"https://winechateau.com/collections/wines/products/adami-prosecco-di-valdobbiadene-brut-bosco-di-gica","20% off","https://cdn.shopify.com/s/files/1/1780/9427/products/Adami-Prosecco-di-Valdobbiadene-Brut-Bosco-di-Gica_large.jpg?v=1746038629","Adami Prosecco di Valdobbiadene Brut Bosco di Gica","$27.97","Old price","$34.97"
"https://winechateau.com/collections/wines/products/stones-original-green-ginger-wine","15% off","https://cdn.shopify.com/s/files/1/1780/9427/products/Stones-Original-Green-Ginger-Wine_large.jpg?v=1746040860","Stone's Original Green Ginger Wine","$10.97","Old price","$12.97"
"https://winechateau.com/collections/wines/products/moet-chandon-champagne-nectar-imperial","47% off","https://cdn.shopify.com/s/files/1/1780/9427/files/Moet-Chandon-Champagne-Nectar-Imperial_large.jpg?v=1746122288","Moet & Chandon Champagne Nectar Imperial","$59.95","Old price","$112.97"
"https://winechateau.com/collections/wines/products/jordan-cabernet-sauvignon-2028","26% off","https://cdn.shopify.com/s/files/1/1780/9427/files/Jordan-Cabernet-Sauvignon-2020_large.jpg?v=1746121762","Jordan Cabernet Sauvignon 2021","$59.95","Old price","$80.97"
"https://winechateau.com/collections/wines/products/ruinart-champagne-brut-blanc-de-blancs","16% off","https://cdn.shopify.com/s/files/1/1780/9427/files/3638_NM_c_large.png?v=1771456944","Ruinart Champagne Brut Blanc de Blancs","$99.99","Old price","$118.97"
"https://winechateau.com/collections/wines/products/frontera-cabernet-sauvignon","27% off","https://cdn.shopify.com/s/files/1/1780/9427/products/Concha_y_Toro_Frontera_Cabernet_Sauvignon_2016_large.jpg?v=1598999439","Concha y Toro Frontera Cabernet Sauvignon 2024","$7.97","Old price","$10.97"
"https://winechateau.com/collections/wines/products/frontera-cabernet-sauvignon-merlot","13% off","https://cdn.shopify.com/s/files/1/1780/9427/products/Concha-y-Toro-Frontera-Cabernet-Sauvignon-Merlot_large.jpg?v=1746039759","Concha y Toro Frontera Cabernet Sauvignon Merlot","$7.97","Old price","$8.97"
"https://winechateau.com/collections/wines/products/dom-perignon-champagne-cuvee-vintage-2012","44% off","https://cdn.shopify.com/s/files/1/1780/9427/products/Dom-Perignon-Champagne-Cuvee-2012_large.jpg?v=1746043187","Dom Perignon Champagne Cuvee 2013","$999.95","Old price","$1,783.97"
"https://winechateau.com/collections/wines/products/moet-chandon-champagne-ice-imperial","39% off","https://cdn.shopify.com/s/files/1/1780/9427/products/Moet-Chandon-Champagne-Ice-Imperial_large.jpg?v=1746044595","Moet & Chandon Champagne Ice Imperial","$74.95","Old price","$121.97"
"https://winechateau.com/collections/wines/products/roscato-rosso-dolce","14% off","https://cdn.shopify.com/s/files/1/1780/9427/products/Roscato-Rosso-Dolce_large.jpg?v=1746040696","Roscato Rosso Dolce","$16.97","Old price","$18.97"
"https://winechateau.com/collections/wines/products/lamborghini-wine-champagne-gift-box-with-glass","60% off","https://cdn.shopify.com/s/files/1/1780/9427/files/Lamborghini-Vino-Spumante-Brut-With-Gift-Set_large.jpg?v=1746122213","Lamborghini Vino Spumante - Brut With Gift Set","$209.99","Old price","$525.99"
"https://winechateau.com/collections/wines/products/frank-family-vineyards-cabernet-sauvignon-2016","62% off","https://cdn.shopify.com/s/files/1/1780/9427/products/Frank-Family-Napa-Valley-Cabernet-Sauvignon-2021_large.jpg?v=1746046360","Frank Family Napa Valley Cabernet Sauvignon 2021","$59.99","Old price","$156.97"
"https://winechateau.com/collections/wines/products/veuve-clicquot-champagne-brut-vintage-2008","12% off","https://cdn.shopify.com/s/files/1/1780/9427/products/Veuve-Clicquot-Champagne-Brut-Vintage-2015_large.jpg?v=1746041085","Veuve Clicquot Champagne Brut Vintage 2015","$99.95","Old price","$113.97"
"https://winechateau.com/collections/wines/products/good-fucking-bubbles","29% off","https://cdn.shopify.com/s/files/1/1780/9427/files/Good-Fucking-Bubbles-Prosecco-DOC_large.jpg?v=1746122848","Good Fucking Bubbles Prosecco DOC","$16.95","Old price","$23.97"
"https://winechateau.com/collections/wines/products/chocovine-chocolate-wine","14% off","https://cdn.shopify.com/s/files/1/1780/9427/files/Chocovine-Chocolate-Wine_large.jpg?v=1746121214","Chocovine Chocolate Wine","$13.97","Old price","$15.97"
"https://winechateau.com/collections/wines/products/ruinart-champagne-brut-rose","30% off","https://cdn.shopify.com/s/files/1/1780/9427/products/Ruinart-Champagne-Brut-Rose_large.jpg?v=1746040714","Ruinart Champagne Brut Rose","$99.95","Old price","$129.99"
"https://winechateau.com/collections/wines/products/krug-champagne-brut-grande-cuvee","17% off","https://cdn.shopify.com/s/files/1/1780/9427/files/KGC173_new_1_large.avif?v=1769621769","Krug Champagne Brut Grande Cuvee 173 ÈME ÉDITION","$299.99","Old price","$361.97"
"https://winechateau.com/collections/wines/products/gekkeikan-sake-black-gold","11% off","https://cdn.shopify.com/s/files/1/1780/9427/products/Gekkeikan-Sake-Black-Gold_large.jpg?v=1746039772","Gekkeikan Sake Black & Gold","$23.97","Old price","$26.97"
"https://winechateau.com/collections/wines/products/luc-belaire-rare-rose","29% off","https://cdn.shopify.com/s/files/1/1780/9427/products/Luc-Belaire-Rare-Rose_large.jpg?v=1746040261","Luc Belaire Rare Rose","$29.99","Old price","$41.97"
"https://winechateau.com/collections/wines/products/barton-guestier-cotes-de-provence-rose-tourmaline-2018","33% off","https://cdn.shopify.com/s/files/1/1780/9427/products/64tcKS1ASm6-9TqLo1oi5g_pb_x600_8c8250a5-984c-4f7b-830d-a29a035ceb9e_large.png?v=1618789781","Barton & Guestier Cotes De Provence Rose Tourmaline 2022","$19.99","Old price","$29.97"
"https://winechateau.com/collections/wines/products/bellissima-zero-sugar-sparkling-wine","12% off","https://cdn.shopify.com/s/files/1/1780/9427/products/Bellissima-Zero-Sugar-Sparkling-Wine_large.jpg?v=1746038798","Bellissima Zero Sugar Sparkling Wine","$22.97","Old price","$25.97"
"https://winechateau.com/collections/wines/products/brotherhood-sheba-tej","10% off","https://cdn.shopify.com/s/files/1/1780/9427/products/Brotherhood-Sheba-TeJ_large.jpg?v=1746038964","Brotherhood Sheba Te'J","$17.97","Old price","$19.97"
"https://winechateau.com/collections/wines/products/harveys-sherry-bristol-cream","12% off","https://cdn.shopify.com/s/files/1/1780/9427/products/Harveys-Sherry-Bristol-Cream_large.jpg?v=1746039860","Harveys Sherry Bristol Cream","$21.97","Old price","$24.97"
"https://winechateau.com/collections/wines/products/groth-cabernet-sauvignon-2016","22% off","https://cdn.shopify.com/s/files/1/1780/9427/files/enf5xqfdfwebglczyxrh_323a3c97-5e17-46e3-8e97-97992539fe69_large.jpg?v=1761169422","Groth Cabernet Sauvignon 2022","$64.99","Old price","$82.97"
"https://winechateau.com/collections/wines/products/catena-malbec-lunlunta-2023","27% off","https://cdn.shopify.com/s/files/1/1780/9427/products/catena-malbec-lunlunta-2017-bodega-catena-zapata_large.jpg?v=1590280263","Catena Appellation Lunlunta Malbec 2023","$26.99","Old price","$36.97"
"https://winechateau.com/collections/wines/products/dolin-vermouth-de-chambery-dry","28% off","https://cdn.shopify.com/s/files/1/1780/9427/products/dolin-vermouth-de-chambery-dry-maison-dolin_large.jpg?v=1590249311","Dolin Vermouth de Chambery Dry","$17.97","Old price","$24.97"
"https://winechateau.com/collections/wines/products/orin-swift-8-years-in-the-desert-2021","39% off","https://cdn.shopify.com/s/files/1/1780/9427/files/Orin-Swift-8-Years-In-The-Desert-2021_large.jpg?v=1746121769","Orin Swift 8 Years In The Desert 2023","$50.99","Old price","$82.97"
"https://winechateau.com/collections/wines/products/brotherhood-carrolls-mead","17% off","https://cdn.shopify.com/s/files/1/1780/9427/products/Brotherhood-Carrolls-Mead_large.jpg?v=1755201595","Brotherhood Carroll's Mead","$14.97","Old price","$17.97"
"https://winechateau.com/collections/wines/products/chloe-prosecco","20% off","https://cdn.shopify.com/s/files/1/1780/9427/products/Chloe-Prosecco_large.jpg?v=1746039235","Chloe Prosecco","$15.99","Old price","$19.97"
"https://winechateau.com/collections/wines/products/sycamore-lane-cabernet-sauvignon","30% off","https://cdn.shopify.com/s/files/1/1780/9427/products/sycamore-lane-cabernet-sauvignon_large.jpg?v=1547800538","Sycamore Lane Cabernet Sauvignon","$6.97","Old price","$9.97"
"https://winechateau.com/collections/wines/products/cupcake-vineyards-sparkling-rose","10% off","https://cdn.shopify.com/s/files/1/1780/9427/products/Cupcake-Vineyards-Sparkling-Rose_large.jpg?v=1746039349","Cupcake Vineyards Sparkling Rose","$17.97","Old price","$19.97"
"https://winechateau.com/collections/wines/products/veuve-clicquot-champagne-brut-yellow-label-1","30% off","https://cdn.shopify.com/s/files/1/1780/9427/products/528fbs_large.jpg?v=1610495216","Veuve Clicquot Champagne Brut Yellow Label","$129.99","Old price","$185.97"
"https://winechateau.com/collections/wines/products/cr-cellars-fortissimo","16% off","https://cdn.shopify.com/s/files/1/1780/9427/products/Cr-Cellars-Fortissimo_large.jpg?v=1746039329","Cr Cellars Fortissimo","$5.97","Old price","$6.97"
"https://winechateau.com/collections/wines/products/fabiano-valpolicella-classico-superiore-ripasso-2021","26% off","https://cdn.shopify.com/s/files/1/1780/9427/files/Fabiano-Valpolicella-Classico-Superiore-Ripasso-2021_large.jpg?v=1746122115","Fabiano Valpolicella Classico Superiore Ripasso 2022","$19.99","Old price","$26.97"
"https://winechateau.com/collections/wines/products/seravino-super-tuscan-2017","28% off","https://cdn.shopify.com/s/files/1/1780/9427/products/seravino_large.png?v=1670254555","Seravino - Under The Tuscan Sun Super Tuscan 2017","$20.95","Old price","$28.97"
"https://winechateau.com/collections/wines/products/stemmari-moscato","14% off","https://cdn.shopify.com/s/files/1/1780/9427/products/stemmari-moscato-feudo-arancio_large.jpg?v=1590251925","Stemmari Moscato","$11.97","Old price","$13.97"
"https://winechateau.com/collections/wines/products/stags-leap-wine-cellars-cabernet-sauvignon-artemis-2021","41% off","https://cdn.shopify.com/s/files/1/1780/9427/products/Stags-Leap-Wine-Cellars-Cabernet-Sauvignon-Artemis-2021_large.jpg?v=1746042333","Stag's Leap Wine Cellars Cabernet Sauvignon Artemis 2022","$69.99","Old price","$117.97"
"https://winechateau.com/collections/wines/products/martini-rossi-vermouth-rosso","45% off","https://cdn.shopify.com/s/files/1/1780/9427/products/Martini-Rossi-Vermouth-Rosso_large.jpg?v=1746041238","Martini & Rossi Vermouth Rosso","$10.95","Old price","$19.97"
"https://winechateau.com/collections/wines/products/veuve-du-vernay-ice","17% off","https://cdn.shopify.com/s/files/1/1780/9427/products/Veuve-du-Vernay-Ice-Demi-Sec_large.jpg?v=1746041095","Veuve du Vernay Ice Demi Sec","$19.99","Old price","$23.97"
"https://winechateau.com/collections/wines/products/bee-organic-cabernet-sauvignon-2019","25% off","https://cdn.shopify.com/s/files/1/1780/9427/files/Bee-Organic-Cabernet-Sauvignon_large.jpg?v=1746122459","Bee Organic Cabernet Sauvignon","$14.99","Old price","$19.97"
"https://winechateau.com/collections/wines/products/corte-alta-tornidora-vigna-valpolicella-ripasso-2016","47% off","https://cdn.shopify.com/s/files/1/1780/9427/products/E8Hy0II8RkG4VyIFpI1feA_pb_x960_af8cfda8-1dc6-4be3-84b3-f24edc86982c_large.png?v=1618802727","Corte Alta Tornidora Vigna Valpolicella Ripasso 2016","$19.99","Old price","$37.97"
"https://winechateau.com/collections/wines/products/bota-box-redvolution","24% off","https://cdn.shopify.com/s/files/1/1780/9427/products/Bota-Box-Redvolution_large.jpg?v=1746038938","Bota Box Redvolution","$15.97","Old price","$20.97"
"https://winechateau.com/collections/wines/products/bodega-catena-zapata-malbec-high-mountain-vines-2018","11% off","https://cdn.shopify.com/s/files/1/1780/9427/files/Bodega-Catena-Zapata-Malbec-High-Mountain-Vines-2019_large.jpg?v=1746122124","Bodega Catena Zapata Malbec High Mountain Vines 2022","$22.99","Old price","$25.97"
"https://winechateau.com/collections/wines/products/petalo-moscato-spumante-il-vino-dell-amore","14% off","https://cdn.shopify.com/s/files/1/1780/9427/products/Petalo-Moscato-Spumante-Il-Vino-Dell-Amore_large.jpg?v=1746040524","Petalo Moscato Spumante Il Vino Dell' Amore","$18.97","Old price","$21.97"
"https://winechateau.com/collections/wines/products/santero-moscato-pineapple","7% off","https://cdn.shopify.com/s/files/1/1780/9427/products/Santero-Moscato-Pineapple_large.jpg?v=1746040738","Santero Moscato & Pineapple","$13.97","Old price","$14.97"
"https://winechateau.com/collections/wines/products/quilt-cabernet-sauvignon-2023","40% off","https://cdn.shopify.com/s/files/1/1780/9427/files/Quilt-Cabernet-Sauvignon-2022_large.jpg?v=1746060885","Quilt Cabernet Sauvignon 2023","$44.99","Old price","$74.97"
"https://winechateau.com/collections/wines/products/catena-cabernet-sauvignon-agrelo-2017","26% off","https://cdn.shopify.com/s/files/1/1780/9427/products/catena-cabernet-sauvignon-agrelo-2017-bodega-catena-zapata_large.jpg?v=1590277888","Catena Appellation Agrelo Cabernet Sauvignon 2022","$24.99","Old price","$33.97"
